,zone,time,MAC,dust,superdust,tvoc,temp,humid
301,미래형 자동차1,2022-02-13T21:00:00.000Z,226499472221656,29,37,1946.0,1,100
302,미래형 자동차2,2022-02-13T21:00:00.000Z,227598983849432,45,57,1532.0,1,100
303,미래형 자동차3,2022-02-13T21:00:00.000Z,228698495477208,43,52,1697.0,1,100
304,R&D 연구시설단지,2022-02-13T21:00:00.000Z,229798007104984,45,58,,0,100
305,주거단지,2022-02-13T22:00:00.000Z,225399960593880,48,60,,2,100
306,미래형 자동차1,2022-02-13T22:00:00.000Z,226499472221656,32,40,,1,100
307,미래형 자동차2,2022-02-13T22:00:00.000Z,227598983849432,47,59,1448.0,2,100
308,미래형 자동차3,2022-02-13T22:00:00.000Z,228698495477208,44,54,1761.0,2,100
309,R&D 연구시설단지,2022-02-13T22:00:00.000Z,229798007104984,47,60,1885.0,1,100
310,주거단지,2022-02-13T23:00:00.000Z,225399960593880,51,65,1779.0,3,100
311,미래형 자동차1,2022-02-13T23:00:00.000Z,226499472221656,36,46,,3,100
312,미래형 자동차2,2022-02-13T23:00:00.000Z,227598983849432,49,63,1386.0,3,100
313,미래형 자동차3,2022-02-13T23:00:00.000Z,228698495477208,48,59,1777.0,3,100
314,R&D 연구시설단지,2022-02-13T23:00:00.000Z,229798007104984,51,66,,3,100
315,주거단지,2022-02-14T00:00:00.000Z,225399960593880,54,69,1788.0,6,95
316,미래형 자동차1,2022-02-14T00:00:00.000Z,226499472221656,40,52,966.0,8,88
317,미래형 자동차2,2022-02-14T00:00:00.000Z,227598983849432,52,66,1430.0,7,90
318,미래형 자동차3,2022-02-14T00:00:00.000Z,228698495477208,51,64,1650.0,7,93
319,R&D 연구시설단지,2022-02-14T00:00:00.000Z,229798007104984,48,62,1606.0,6,93
320,주거단지,2022-02-14T01:00:00.000Z,225399960593880,48,60,1406.0,12,64
321,미래형 자동차1,2022-02-14T01:00:00.000Z,226499472221656,37,47,285.0,14,55
322,미래형 자동차2,2022-02-14T01:00:00.000Z,227598983849432,47,59,1193.0,15,54
323,미래형 자동차3,2022-02-14T01:00:00.000Z,228698495477208,46,56,1381.0,13,62
324,R&D 연구시설단지,2022-02-14T01:00:00.000Z,229798007104984,44,57,1295.0,10,70
325,주거단지,2022-02-14T02:00:00.000Z,225399960593880,36,44,940.0,13,54
326,미래형 자동차1,2022-02-14T02:00:00.000Z,226499472221656,29,37,226.0,15,50
327,미래형 자동차2,2022-02-14T02:00:00.000Z,227598983849432,35,42,1059.0,16,48
328,미래형 자동차3,2022-02-14T02:00:00.000Z,228698495477208,35,40,1148.0,15,52
329,R&D 연구시설단지,2022-02-14T02:00:00.000Z,229798007104984,33,42,755.0,13,57
330,주거단지,2022-02-14T03:00:00.000Z,225399960593880,32,38,581.0,14,49
331,미래형 자동차1,2022-02-14T03:00:00.000Z,226499472221656,25,32,210.0,15,49
332,미래형 자동차2,2022-02-14T03:00:00.000Z,227598983849432,31,36,937.0,16,47
333,미래형 자동차3,2022-02-14T03:00:00.000Z,228698495477208,31,34,881.0,15,48
334,R&D 연구시설단지,2022-02-14T03:00:00.000Z,229798007104984,29,37,329.0,14,50
335,주거단지,2022-02-14T04:00:00.000Z,225399960593880,33,39,405.0,14,43
336,미래형 자동차1,2022-02-14T04:00:00.000Z,226499472221656,26,34,220.0,14,45
337,미래형 자동차2,2022-02-14T04:00:00.000Z,227598983849432,32,37,837.0,14,44
338,미래형 자동차3,2022-02-14T04:00:00.000Z,228698495477208,30,33,774.0,14,45
339,R&D 연구시설단지,2022-02-14T04:00:00.000Z,229798007104984,27,34,248.0,14,44
340,주거단지,2022-02-14T05:00:00.000Z,225399960593880,34,41,350.0,13,43
341,미래형 자동차1,2022-02-14T05:00:00.000Z,226499472221656,28,36,225.0,14,43
342,미래형 자동차2,2022-02-14T05:00:00.000Z,227598983849432,33,40,803.0,13,45
343,미래형 자동차3,2022-02-14T05:00:00.000Z,228698495477208,32,35,788.0,13,45
344,R&D 연구시설단지,2022-02-14T05:00:00.000Z,229798007104984,31,39,225.0,14,41
345,주거단지,2022-02-14T06:00:00.000Z,225399960593880,37,46,340.0,14,37
346,미래형 자동차1,2022-02-14T06:00:00.000Z,226499472221656,31,40,230.0,13,38
347,미래형 자동차2,2022-02-14T06:00:00.000Z,227598983849432,38,46,738.0,13,39
348,미래형 자동차3,2022-02-14T06:00:00.000Z,228698495477208,35,41,793.0,13,39
349,R&D 연구시설단지,2022-02-14T06:00:00.000Z,229798007104984,35,44,189.0,13,38
350,주거단지,2022-02-14T07:00:00.000Z,225399960593880,41,51,353.0,14,33
351,미래형 자동차1,2022-02-14T07:00:00.000Z,226499472221656,34,44,219.0,13,35
352,미래형 자동차2,2022-02-14T07:00:00.000Z,227598983849432,40,50,704.0,13,35
353,미래형 자동차3,2022-02-14T07:00:00.000Z,228698495477208,38,45,705.0,14,35
354,R&D 연구시설단지,2022-02-14T07:00:00.000Z,229798007104984,38,48,193.0,14,33
355,주거단지,2022-02-14T08:00:00.000Z,225399960593880,43,54,494.0,13,31
356,미래형 자동차1,2022-02-14T08:00:00.000Z,226499472221656,33,42,225.0,12,33
357,미래형 자동차2,2022-02-14T08:00:00.000Z,227598983849432,42,52,658.0,12,34
358,미래형 자동차3,2022-02-14T08:00:00.000Z,228698495477208,39,47,790.0,13,33
359,R&D 연구시설단지,2022-02-14T08:00:00.000Z,229798007104984,41,52,203.0,13,32
360,주거단지,2022-02-14T09:00:00.000Z,225399960593880,46,59,656.0,11,33
361,미래형 자동차1,2022-02-14T09:00:00.000Z,226499472221656,36,46,225.0,11,36
362,미래형 자동차2,2022-02-14T09:00:00.000Z,227598983849432,44,56,649.0,10,36
363,미래형 자동차3,2022-02-14T09:00:00.000Z,228698495477208,42,51,724.0,10,35
364,R&D 연구시설단지,2022-02-14T09:00:00.000Z,229798007104984,44,56,231.0,10,35
365,주거단지,2022-02-14T10:00:00.000Z,225399960593880,50,63,757.0,10,36
366,미래형 자동차1,2022-02-14T10:00:00.000Z,226499472221656,36,47,240.0,9,39
367,미래형 자동차2,2022-02-14T10:00:00.000Z,227598983849432,46,58,828.0,9,39
368,미래형 자동차3,2022-02-14T10:00:00.000Z,228698495477208,45,55,799.0,9,38
369,R&D 연구시설단지,2022-02-14T10:00:00.000Z,229798007104984,43,55,277.0,8,40
370,주거단지,2022-02-14T11:00:00.000Z,225399960593880,53,68,862.0,9,34
371,미래형 자동차1,2022-02-14T11:00:00.000Z,226499472221656,38,48,260.0,8,37
372,미래형 자동차2,2022-02-14T11:00:00.000Z,227598983849432,46,59,668.0,8,36
373,미래형 자동차3,2022-02-14T11:00:00.000Z,228698495477208,45,55,919.0,8,36
374,R&D 연구시설단지,2022-02-14T11:00:00.000Z,229798007104984,48,62,294.0,8,36
375,주거단지,2022-02-14T12:00:00.000Z,225399960593880,62,75,404.0,8,37
376,미래형 자동차1,2022-02-14T12:00:00.000Z,226499472221656,53,68,261.0,8,39
377,미래형 자동차2,2022-02-14T12:00:00.000Z,227598983849432,58,72,694.0,8,38
378,미래형 자동차3,2022-02-14T12:00:00.000Z,228698495477208,54,67,628.0,7,39
379,R&D 연구시설단지,2022-02-14T12:00:00.000Z,229798007104984,71,91,209.0,8,36
380,주거단지,2022-02-14T13:00:00.000Z,225399960593880,73,86,562.0,7,40
381,미래형 자동차1,2022-02-14T13:00:00.000Z,226499472221656,60,77,262.0,7,43
382,미래형 자동차2,2022-02-14T13:00:00.000Z,227598983849432,69,80,766.0,6,43
383,미래형 자동차3,2022-02-14T13:00:00.000Z,228698495477208,60,73,648.0,6,43
384,R&D 연구시설단지,2022-02-14T13:00:00.000Z,229798007104984,84,108,206.0,6,42
385,주거단지,2022-02-14T14:00:00.000Z,225399960593880,80,91,415.0,7,49
386,미래형 자동차1,2022-02-14T14:00:00.000Z,226499472221656,64,82,265.0,6,53
387,미래형 자동차2,2022-02-14T14:00:00.000Z,227598983849432,76,85,884.0,6,53
388,미래형 자동차3,2022-02-14T14:00:00.000Z,228698495477208,67,77,667.0,6,52
389,R&D 연구시설단지,2022-02-14T14:00:00.000Z,229798007104984,92,118,189.0,6,50
390,주거단지,2022-02-14T15:00:00.000Z,225399960593880,61,74,430.0,6,54
391,미래형 자동차1,2022-02-14T15:00:00.000Z,226499472221656,46,59,265.0,6,57
392,미래형 자동차2,2022-02-14T15:00:00.000Z,227598983849432,53,66,962.0,6,58
393,미래형 자동차3,2022-02-14T15:00:00.000Z,228698495477208,52,64,857.0,6,57
394,R&D 연구시설단지,2022-02-14T15:00:00.000Z,229798007104984,68,87,215.0,6,56
395,주거단지,2022-02-14T16:00:00.000Z,225399960593880,50,65,389.0,5,55
396,미래형 자동차1,2022-02-14T16:00:00.000Z,226499472221656,39,50,282.0,4,58
397,미래형 자동차2,2022-02-14T16:00:00.000Z,227598983849432,48,62,1041.0,4,59
398,미래형 자동차3,2022-02-14T16:00:00.000Z,228698495477208,47,58,834.0,5,58
399,R&D 연구시설단지,2022-02-14T16:00:00.000Z,229798007104984,58,74,289.0,4,58
400,주거단지,2022-02-14T17:00:00.000Z,225399960593880,50,65,345.0,4,56
401,미래형 자동차1,2022-02-14T17:00:00.000Z,226499472221656,37,47,256.0,3,60
402,미래형 자동차2,2022-02-14T17:00:00.000Z,227598983849432,49,62,943.0,3,61
403,미래형 자동차3,2022-02-14T17:00:00.000Z,228698495477208,47,58,982.0,3,60
404,R&D 연구시설단지,2022-02-14T17:00:00.000Z,229798007104984,56,71,454.0,3,61
405,주거단지,2022-02-14T18:00:00.000Z,225399960593880,48,62,347.0,3,57
406,미래형 자동차1,2022-02-14T18:00:00.000Z,226499472221656,34,43,274.0,2,61
407,미래형 자동차2,2022-02-14T18:00:00.000Z,227598983849432,47,60,886.0,2,61
408,미래형 자동차3,2022-02-14T18:00:00.000Z,228698495477208,45,56,845.0,2,60
409,R&D 연구시설단지,2022-02-14T18:00:00.000Z,229798007104984,56,72,477.0,2,61
410,주거단지,2022-02-14T19:00:00.000Z,225399960593880,45,57,330.0,2,53
411,미래형 자동차1,2022-02-14T19:00:00.000Z,226499472221656,29,37,276.0,1,57
412,미래형 자동차2,2022-02-14T19:00:00.000Z,227598983849432,43,54,849.0,1,57
413,미래형 자동차3,2022-02-14T19:00:00.000Z,228698495477208,41,50,860.0,1,55
414,R&D 연구시설단지,2022-02-14T19:00:00.000Z,229798007104984,46,59,512.0,1,59
415,주거단지,2022-02-14T20:00:00.000Z,225399960593880,43,55,383.0,1,53
416,미래형 자동차1,2022-02-14T20:00:00.000Z,226499472221656,28,36,322.0,-1,61
417,미래형 자동차2,2022-02-14T20:00:00.000Z,227598983849432,42,53,784.0,0,56
418,미래형 자동차3,2022-02-14T20:00:00.000Z,228698495477208,41,49,744.0,0,57
419,R&D 연구시설단지,2022-02-14T20:00:00.000Z,229798007104984,46,59,541.0,0,59
420,주거단지,2022-02-14T21:00:00.000Z,225399960593880,43,56,398.0,1,53
421,미래형 자동차1,2022-02-14T21:00:00.000Z,226499472221656,27,35,393.0,-1,63
422,미래형 자동차2,2022-02-14T21:00:00.000Z,227598983849432,41,51,718.0,0,56
423,미래형 자동차3,2022-02-14T21:00:00.000Z,228698495477208,39,47,663.0,0,56
424,R&D 연구시설단지,2022-02-14T21:00:00.000Z,229798007104984,46,59,284.0,0,55
425,주거단지,2022-02-14T22:00:00.000Z,225399960593880,43,55,691.0,1,53
426,미래형 자동차1,2022-02-14T22:00:00.000Z,226499472221656,27,34,757.0,-1,62
427,미래형 자동차2,2022-02-14T22:00:00.000Z,227598983849432,39,48,738.0,0,55
428,미래형 자동차3,2022-02-14T22:00:00.000Z,228698495477208,38,43,729.0,0,55
429,R&D 연구시설단지,2022-02-14T22:00:00.000Z,229798007104984,40,51,310.0,0,54
430,주거단지,2022-02-14T23:00:00.000Z,225399960593880,42,53,580.0,1,51
431,미래형 자동차1,2022-02-14T23:00:00.000Z,226499472221656,28,36,796.0,4,51
432,미래형 자동차2,2022-02-14T23:00:00.000Z,227598983849432,37,46,683.0,3,47
433,미래형 자동차3,2022-02-14T23:00:00.000Z,228698495477208,36,42,582.0,3,48
434,R&D 연구시설단지,2022-02-14T23:00:00.000Z,229798007104984,38,48,661.0,3,47
435,주거단지,2022-02-15T00:00:00.000Z,225399960593880,38,47,254.0,4,44
436,미래형 자동차1,2022-02-15T00:00:00.000Z,226499472221656,26,33,310.0,9,37
437,미래형 자동차2,2022-02-15T00:00:00.000Z,227598983849432,37,45,638.0,7,39
438,미래형 자동차3,2022-02-15T00:00:00.000Z,228698495477208,34,39,551.0,6,41
439,R&D 연구시설단지,2022-02-15T00:00:00.000Z,229798007104984,33,42,1140.0,6,40
440,주거단지,2022-02-15T01:00:00.000Z,225399960593880,34,40,277.0,8,33
441,미래형 자동차1,2022-02-15T01:00:00.000Z,226499472221656,22,29,238.0,9,32
442,미래형 자동차2,2022-02-15T01:00:00.000Z,227598983849432,33,39,627.0,9,33
443,미래형 자동차3,2022-02-15T01:00:00.000Z,228698495477208,31,34,639.0,8,34
444,R&D 연구시설단지,2022-02-15T01:00:00.000Z,229798007104984,28,35,842.0,5,38
445,주거단지,2022-02-15T02:00:00.000Z,225399960593880,27,30,316.0,11,25
446,미래형 자동차1,2022-02-15T02:00:00.000Z,226499472221656,19,24,254.0,9,29
447,미래형 자동차2,2022-02-15T02:00:00.000Z,227598983849432,27,30,668.0,9,28
448,미래형 자동차3,2022-02-15T02:00:00.000Z,228698495477208,25,26,693.0,7,31
449,R&D 연구시설단지,2022-02-15T02:00:00.000Z,229798007104984,23,29,451.0,6,32
450,주거단지,2022-02-15T03:00:00.000Z,225399960593880,25,28,316.0,11,23
451,미래형 자동차1,2022-02-15T03:00:00.000Z,226499472221656,18,22,251.0,8,29
452,미래형 자동차2,2022-02-15T03:00:00.000Z,227598983849432,25,27,626.0,10,27
453,미래형 자동차3,2022-02-15T03:00:00.000Z,228698495477208,23,25,695.0,8,29
454,R&D 연구시설단지,2022-02-15T03:00:00.000Z,229798007104984,22,28,348.0,6,30
455,주거단지,2022-02-15T04:00:00.000Z,225399960593880,21,23,336.0,12,21
456,미래형 자동차1,2022-02-15T04:00:00.000Z,226499472221656,17,21,242.0,9,27
457,미래형 자동차2,2022-02-15T04:00:00.000Z,227598983849432,21,23,604.0,8,26
458,미래형 자동차3,2022-02-15T04:00:00.000Z,228698495477208,19,20,680.0,8,27
459,R&D 연구시설단지,2022-02-15T04:00:00.000Z,229798007104984,19,24,293.0,7,28
460,주거단지,2022-02-15T05:00:00.000Z,225399960593880,16,18,313.0,13,20
461,미래형 자동차1,2022-02-15T05:00:00.000Z,226499472221656,15,19,253.0,7,27
462,미래형 자동차2,2022-02-15T05:00:00.000Z,227598983849432,18,20,600.0,8,26
463,미래형 자동차3,2022-02-15T05:00:00.000Z,228698495477208,15,16,722.0,7,28
464,R&D 연구시설단지,2022-02-15T05:00:00.000Z,229798007104984,17,21,271.0,6,28
465,주거단지,2022-02-15T06:00:00.000Z,225399960593880,16,17,334.0,10,22
466,미래형 자동차1,2022-02-15T06:00:00.000Z,226499472221656,14,18,257.0,6,29
467,미래형 자동차2,2022-02-15T06:00:00.000Z,227598983849432,17,19,652.0,7,28
468,미래형 자동차3,2022-02-15T06:00:00.000Z,228698495477208,14,15,718.0,6,29
469,R&D 연구시설단지,2022-02-15T06:00:00.000Z,229798007104984,16,20,262.0,6,28
470,주거단지,2022-02-15T07:00:00.000Z,225399960593880,19,21,272.0,5,30
471,미래형 자동차1,2022-02-15T07:00:00.000Z,226499472221656,14,17,267.0,5,32
472,미래형 자동차2,2022-02-15T07:00:00.000Z,227598983849432,17,19,703.0,5,31
473,미래형 자동차3,2022-02-15T07:00:00.000Z,228698495477208,15,16,634.0,5,32
474,R&D 연구시설단지,2022-02-15T07:00:00.000Z,229798007104984,16,20,302.0,5,30
475,주거단지,2022-02-15T08:00:00.000Z,225399960593880,17,19,286.0,4,31
476,미래형 자동차1,2022-02-15T08:00:00.000Z,226499472221656,12,16,257.0,3,34
477,미래형 자동차2,2022-02-15T08:00:00.000Z,227598983849432,14,16,701.0,3,33
478,미래형 자동차3,2022-02-15T08:00:00.000Z,228698495477208,13,14,657.0,3,33
479,R&D 연구시설단지,2022-02-15T08:00:00.000Z,229798007104984,15,19,287.0,3,33
480,주거단지,2022-02-15T09:00:00.000Z,225399960593880,18,20,310.0,2,33
481,미래형 자동차1,2022-02-15T09:00:00.000Z,226499472221656,12,15,265.0,1,36
482,미래형 자동차2,2022-02-15T09:00:00.000Z,227598983849432,14,16,729.0,1,36
483,미래형 자동차3,2022-02-15T09:00:00.000Z,228698495477208,13,13,697.0,2,35
484,R&D 연구시설단지,2022-02-15T09:00:00.000Z,229798007104984,18,23,285.0,1,35
485,주거단지,2022-02-15T10:00:00.000Z,225399960593880,16,18,288.0,1,36
486,미래형 자동차1,2022-02-15T10:00:00.000Z,226499472221656,13,16,265.0,0,40
487,미래형 자동차2,2022-02-15T10:00:00.000Z,227598983849432,15,17,773.0,0,39
488,미래형 자동차3,2022-02-15T10:00:00.000Z,228698495477208,13,14,696.0,0,39
489,R&D 연구시설단지,2022-02-15T10:00:00.000Z,229798007104984,18,22,384.0,0,38
490,주거단지,2022-02-15T11:00:00.000Z,225399960593880,15,17,271.0,-1,38
491,미래형 자동차1,2022-02-15T11:00:00.000Z,226499472221656,12,15,281.0,-1,42
492,미래형 자동차2,2022-02-15T11:00:00.000Z,227598983849432,13,15,758.0,-1,41
493,미래형 자동차3,2022-02-15T11:00:00.000Z,228698495477208,11,12,563.0,-1,41
494,R&D 연구시설단지,2022-02-15T11:00:00.000Z,229798007104984,15,19,296.0,-1,40
495,주거단지,2022-02-15T12:00:00.000Z,225399960593880,12,15,207.0,-1,34
496,미래형 자동차1,2022-02-15T12:00:00.000Z,226499472221656,11,13,261.0,-2,38
497,미래형 자동차2,2022-02-15T12:00:00.000Z,227598983849432,10,11,693.0,-2,37
498,미래형 자동차3,2022-02-15T12:00:00.000Z,228698495477208,9,9,588.0,-2,36
499,R&D 연구시설단지,2022-02-15T12:00:00.000Z,229798007104984,16,20,309.0,-2,36
500,주거단지,2022-02-15T13:00:00.000Z,225399960593880,11,13,190.0,-2,33
501,미래형 자동차1,2022-02-15T13:00:00.000Z,226499472221656,11,13,270.0,-3,36
502,미래형 자동차2,2022-02-15T13:00:00.000Z,227598983849432,9,11,703.0,-3,36
503,미래형 자동차3,2022-02-15T13:00:00.000Z,228698495477208,8,9,596.0,-2,35
504,R&D 연구시설단지,2022-02-15T13:00:00.000Z,229798007104984,16,20,287.0,-3,35
505,주거단지,2022-02-15T14:00:00.000Z,225399960593880,11,13,217.0,-3,34
506,미래형 자동차1,2022-02-15T14:00:00.000Z,226499472221656,11,13,255.0,-3,37
507,미래형 자동차2,2022-02-15T14:00:00.000Z,227598983849432,9,11,708.0,-3,36
508,미래형 자동차3,2022-02-15T14:00:00.000Z,228698495477208,8,9,606.0,-3,36
509,R&D 연구시설단지,2022-02-15T14:00:00.000Z,229798007104984,17,21,275.0,-3,36
510,주거단지,2022-02-15T15:00:00.000Z,225399960593880,14,17,245.0,-3,37
511,미래형 자동차1,2022-02-15T15:00:00.000Z,226499472221656,12,15,263.0,-4,41
512,미래형 자동차2,2022-02-15T15:00:00.000Z,227598983849432,13,15,755.0,-4,39
513,미래형 자동차3,2022-02-15T15:00:00.000Z,228698495477208,11,12,643.0,-3,39
514,R&D 연구시설단지,2022-02-15T15:00:00.000Z,229798007104984,18,22,246.0,-4,38
515,주거단지,2022-02-15T16:00:00.000Z,225399960593880,18,22,215.0,-4,42
516,미래형 자동차1,2022-02-15T16:00:00.000Z,226499472221656,13,16,257.0,-4,45
517,미래형 자동차2,2022-02-15T16:00:00.000Z,227598983849432,16,19,769.0,-4,44
518,미래형 자동차3,2022-02-15T16:00:00.000Z,228698495477208,15,16,625.0,-4,44
519,R&D 연구시설단지,2022-02-15T16:00:00.000Z,229798007104984,20,26,247.0,-5,45
520,주거단지,2022-02-15T17:00:00.000Z,225399960593880,22,26,224.0,-4,45
521,미래형 자동차1,2022-02-15T17:00:00.000Z,226499472221656,14,18,272.0,-5,49
522,미래형 자동차2,2022-02-15T17:00:00.000Z,227598983849432,20,23,848.0,-5,50
523,미래형 자동차3,2022-02-15T17:00:00.000Z,228698495477208,18,19,638.0,-4,48
524,R&D 연구시설단지,2022-02-15T17:00:00.000Z,229798007104984,23,30,283.0,-5,49
525,주거단지,2022-02-15T18:00:00.000Z,225399960593880,23,27,283.0,-4,49
526,미래형 자동차1,2022-02-15T18:00:00.000Z,226499472221656,14,17,251.0,-5,53
527,미래형 자동차2,2022-02-15T18:00:00.000Z,227598983849432,22,26,850.0,-5,53
528,미래형 자동차3,2022-02-15T18:00:00.000Z,228698495477208,19,21,729.0,-5,53
529,R&D 연구시설단지,2022-02-15T18:00:00.000Z,229798007104984,23,30,346.0,-6,53
530,주거단지,2022-02-15T19:00:00.000Z,225399960593880,24,29,237.0,-4,48
531,미래형 자동차1,2022-02-15T19:00:00.000Z,226499472221656,15,19,264.0,-5,53
532,미래형 자동차2,2022-02-15T19:00:00.000Z,227598983849432,22,27,805.0,-5,51
533,미래형 자동차3,2022-02-15T19:00:00.000Z,228698495477208,20,22,606.0,-4,50
534,R&D 연구시설단지,2022-02-15T19:00:00.000Z,229798007104984,25,32,328.0,-5,50
535,주거단지,2022-02-15T20:00:00.000Z,225399960593880,29,35,280.0,-4,49
536,미래형 자동차1,2022-02-15T20:00:00.000Z,226499472221656,17,21,260.0,-5,53
537,미래형 자동차2,2022-02-15T20:00:00.000Z,227598983849432,25,29,827.0,-5,53
538,미래형 자동차3,2022-02-15T20:00:00.000Z,228698495477208,24,26,587.0,-4,51
539,R&D 연구시설단지,2022-02-15T20:00:00.000Z,229798007104984,24,31,794.0,-7,59
540,주거단지,2022-02-15T21:00:00.000Z,225399960593880,37,45,295.0,-4,51
541,미래형 자동차1,2022-02-15T21:00:00.000Z,226499472221656,18,23,268.0,-5,54
542,미래형 자동차2,2022-02-15T21:00:00.000Z,227598983849432,32,37,894.0,-6,58
543,미래형 자동차3,2022-02-15T21:00:00.000Z,228698495477208,31,33,589.0,-4,53
544,R&D 연구시설단지,2022-02-15T21:00:00.000Z,229798007104984,29,38,1367.0,-7,61
545,주거단지,2022-02-15T22:00:00.000Z,225399960593880,41,52,555.0,-4,51
